study_time_min,practice_completion_rate,avg_quiz_score,quiz_attempts,hint_usage_rate,attendance_rate,days_since_last_activity,stress_index,prereq_mastery,device_reliability,mastery,gender,ses_index,first_gen
401.7,0.73,62.9,8,0.626,0.875,6.5,0.599,0.583,0.877,1,1,0.73,1
326.3,0.392,31.1,2,0.166,0.838,2.0,0.618,0.659,0.757,1,1,0.292,0
245.5,0.343,81.4,5,0.365,0.541,8.1,0.367,0.207,0.971,1,1,0.728,1
78.2,0.163,82.2,2,0.527,0.885,1.3,0.265,0.394,0.523,0,2,0.396,0
438.0,0.418,81.7,6,0.29,0.442,4.9,0.885,0.435,0.873,1,0,0.326,1
171.9,0.083,51.1,7,0.336,0.387,10.2,0.757,0.341,0.561,0,2,0.134,0
300.2,0.857,72.7,4,0.655,0.311,6.8,0.618,0.605,0.546,1,0,0.214,0
159.5,0.319,72.0,5,0.619,0.833,3.5,0.732,0.372,0.494,0,1,0.587,1
356.0,0.593,85.3,5,0.054,0.676,6.5,0.433,0.748,0.792,1,1,0.717,0
0.0,0.695,57.4,1,0.134,0.801,4.6,0.221,0.827,0.643,1,2,0.187,0
174.9,0.425,67.3,6,0.135,0.914,7.5,0.286,0.418,0.683,0,1,0.584,1
209.2,0.245,50.3,6,0.379,0.787,4.3,0.437,0.401,0.664,1,0,0.644,1
270.9,0.749,62.0,5,0.374,0.928,0.6,0.359,0.253,0.391,0,0,0.475,1
337.9,0.551,72.0,4,0.271,0.915,3.2,0.676,0.234,0.762,1,1,0.625,1
99.6,0.341,74.4,6,0.76,0.767,4.7,0.344,0.606,0.704,0,2,0.333,1
322.6,0.216,51.4,4,0.259,0.638,5.6,0.736,0.528,0.931,1,0,0.864,0
354.9,0.199,64.8,3,0.573,0.54,6.9,0.827,0.808,0.48,0,2,0.347,0
478.1,0.475,74.2,3,0.301,0.963,3.0,0.24,0.616,0.695,1,1,0.634,1
297.7,0.677,91.7,4,0.624,0.889,4.9,0.724,0.618,0.574,1,0,0.565,1
199.5,0.318,63.2,3,0.436,0.979,2.4,0.445,0.522,0.794,1,0,0.719,0
25.1,0.872,73.4,7,0.219,0.779,13.4,0.404,0.475,0.674,0,1,0.019,0
451.2,0.55,67.1,1,0.36,0.748,6.3,0.861,0.198,0.921,1,0,0.825,0
301.1,0.372,65.8,5,0.338,0.599,6.8,0.309,0.23,0.879,1,0,0.482,1
162.6,0.296,54.2,2,0.153,0.534,10.7,0.343,0.251,0.448,0,1,0.136,0
41.8,0.604,57.4,2,0.474,0.44,4.3,0.307,0.448,0.681,1,2,0.608,1
147.6,0.404,68.4,2,0.514,0.775,8.9,0.595,0.373,0.809,1,0,0.741,1
234.4,0.0,81.2,4,0.193,0.522,7.5,0.549,0.494,0.469,0,0,0.3,0
258.9,0.31,61.4,6,0.474,0.673,6.1,0.696,0.797,0.576,0,0,0.465,0
5.9,0.343,59.2,4,0.661,0.776,3.1,0.449,0.216,0.615,0,1,0.612,0
234.6,0.6,69.4,1,0.21,0.78,9.1,0.55,0.486,0.801,1,2,0.067,0
0.0,0.411,66.6,7,0.219,0.681,6.8,0.425,0.465,0.771,0,2,0.285,0
368.9,0.145,71.0,5,0.801,0.554,3.3,0.721,0.776,0.941,1,2,0.399,0
187.9,0.387,70.1,2,0.609,0.342,2.2,0.981,0.13,0.61,0,2,0.205,1
199.0,0.257,60.9,6,0.412,0.457,4.6,0.674,0.962,0.845,1,0,0.903,0
358.9,0.651,62.4,6,0.195,0.834,3.3,0.315,0.47,0.934,1,0,0.771,0
258.9,0.356,85.8,2,0.232,0.625,3.5,0.508,0.363,0.573,1,1,0.64,0
365.7,0.337,70.0,4,0.41,0.59,4.3,0.625,0.82,0.739,1,2,0.633,1
258.9,0.798,83.4,4,0.748,0.641,6.8,0.767,0.491,0.509,1,2,0.874,0
235.3,0.509,89.1,3,0.183,0.529,9.3,0.802,0.854,0.645,1,0,0.414,0
188.6,0.584,83.8,2,0.559,0.717,7.8,0.208,0.45,0.347,0,0,0.659,1
248.9,0.661,52.8,8,0.293,0.602,5.5,0.322,0.209,0.813,0,0,0.581,0
406.8,0.118,70.4,4,0.886,0.895,5.7,0.18,0.462,0.776,1,0,0.585,0
164.7,0.82,86.6,5,0.192,0.957,3.9,0.321,0.603,0.395,1,1,0.666,0
236.3,0.756,73.8,6,0.378,0.664,11.2,1.0,0.374,0.542,1,1,0.229,1
68.2,0.708,69.1,3,0.433,0.464,3.6,0.397,0.385,0.736,0,1,0.277,1
0.0,0.521,43.5,5,0.262,0.388,3.1,0.647,0.282,0.542,1,0,0.325,0
242.8,0.428,63.4,3,0.747,0.469,3.1,0.558,0.182,0.731,0,2,0.537,1
205.7,0.687,67.5,2,0.093,0.428,2.6,0.362,0.461,0.497,1,1,0.27,1
207.9,0.651,52.0,4,0.163,0.942,5.1,0.341,0.513,0.583,1,2,0.591,1
0.4,0.421,77.6,5,0.337,0.455,19.4,0.569,0.643,0.228,0,2,0.302,1
253.5,0.717,70.4,5,0.137,0.821,11.3,0.866,0.332,0.87,1,0,0.43,1
279.3,0.502,47.3,3,0.485,0.834,5.2,0.547,0.761,0.546,1,0,0.828,0
122.2,0.54,64.1,5,0.274,0.828,1.4,0.442,0.751,0.824,1,2,0.436,0
71.1,0.9,68.0,11,0.553,0.871,7.1,0.499,0.321,0.474,1,1,0.334,1
222.2,0.723,73.2,5,0.239,0.559,9.3,0.143,0.531,0.716,1,0,0.812,0
236.8,0.273,86.4,4,0.342,0.849,4.2,0.788,0.684,0.199,1,1,0.232,0
295.8,0.24,83.1,6,0.13,0.945,4.7,0.344,0.69,0.458,1,1,0.681,1
153.1,0.741,55.9,8,0.221,0.818,0.7,0.636,0.709,0.706,0,2,0.717,1
180.1,0.21,45.6,6,0.239,0.848,7.0,0.774,0.604,0.815,1,0,0.225,1
347.6,0.809,71.3,2,0.813,0.69,3.7,0.364,0.266,0.869,1,2,0.949,1
91.0,0.446,73.8,5,0.055,0.545,2.0,0.27,0.543,0.717,1,2,0.642,0
256.9,0.189,88.9,2,0.238,0.763,3.3,0.263,0.605,0.46,1,0,0.808,1
312.4,0.602,90.7,4,0.665,0.805,4.0,1.0,0.346,0.311,1,0,0.105,1
79.8,0.628,97.0,2,0.31,0.687,3.2,0.587,0.815,0.78,1,1,0.418,0
347.1,0.528,65.8,4,0.603,0.318,3.8,0.373,0.556,0.675,1,0,0.634,0
398.1,0.785,85.1,3,0.676,0.984,2.2,0.65,0.36,0.659,1,0,0.593,1
225.6,0.089,81.0,5,0.019,0.823,6.4,0.142,0.335,0.814,1,1,0.705,0
127.3,0.567,51.2,3,0.474,0.583,7.9,0.62,0.482,0.668,0,2,0.234,0
363.6,0.614,48.6,5,0.596,0.631,1.9,0.193,0.413,0.761,1,2,0.872,0
199.5,0.594,74.0,5,0.183,0.717,13.8,0.414,0.701,0.499,1,0,0.382,0
0.0,0.622,51.1,8,0.668,0.841,2.1,0.312,0.867,0.884,1,2,0.406,0
239.1,0.5,63.1,2,0.364,0.679,5.1,0.125,0.278,0.781,1,0,0.978,1
271.7,0.341,62.4,2,0.363,0.618,1.4,0.209,0.642,0.835,1,2,0.515,1
301.4,0.268,75.1,5,0.601,0.64,1.5,0.534,0.615,0.584,0,2,0.614,1
68.1,0.538,84.4,5,0.14,0.334,8.8,1.0,0.746,0.83,1,2,0.237,0
190.3,0.344,72.2,4,0.583,0.623,9.9,0.381,0.639,0.712,1,0,0.613,0
327.5,0.179,64.5,1,0.121,0.241,10.4,0.569,0.151,0.846,0,2,0.471,0
243.4,0.197,46.0,8,0.671,0.825,8.5,0.469,0.601,0.869,0,0,0.83,1
81.8,0.253,81.4,3,0.65,0.871,2.5,0.459,0.824,0.91,1,1,0.747,1
356.1,0.401,72.4,4,0.121,0.322,7.9,0.128,0.334,0.64,1,1,0.465,0
196.4,0.473,64.3,2,0.265,0.418,1.8,0.838,0.548,0.348,0,0,0.564,1
370.0,0.754,91.3,3,0.319,0.803,4.2,0.182,0.416,0.672,1,0,0.893,0
66.5,0.157,55.3,4,0.642,0.562,6.4,0.334,0.455,0.566,0,2,0.561,0
151.7,0.824,56.9,2,0.817,0.549,5.7,0.997,0.589,0.828,0,1,0.195,1
221.1,0.455,63.1,1,0.07,0.343,8.2,0.642,0.75,0.497,0,1,0.287,0
210.4,0.785,64.1,7,0.445,0.559,11.6,0.907,0.681,0.841,1,1,0.636,1
89.9,0.556,79.7,5,0.589,0.592,2.5,0.255,0.409,0.938,1,1,0.471,0
0.0,0.822,78.5,4,0.21,0.464,11.1,0.648,0.584,0.466,0,2,0.459,1
387.6,0.726,86.7,2,0.521,0.683,6.7,0.705,0.434,0.582,1,0,0.521,0
192.3,0.434,73.5,8,0.591,0.785,11.9,0.638,0.476,0.811,0,2,0.101,0
348.3,0.519,70.4,5,0.165,0.721,8.4,0.418,0.438,0.828,1,2,0.528,0
322.2,0.888,67.2,4,0.664,0.619,11.8,0.329,0.465,0.593,1,1,0.404,1
230.7,0.508,72.9,0,0.074,0.583,11.0,0.446,0.573,0.753,1,0,0.112,0
129.7,0.481,63.8,4,0.394,0.762,7.4,0.596,0.815,0.868,1,0,0.318,0
218.9,0.486,67.2,4,0.389,0.301,8.3,0.221,0.743,0.46,1,2,0.241,0
377.6,0.286,79.1,5,0.31,0.889,4.2,0.186,0.241,0.504,1,2,0.55,0
229.1,0.265,73.9,5,0.377,0.781,6.1,0.657,0.2,0.942,0,0,0.407,0
374.2,0.837,70.8,4,0.145,0.824,8.3,0.819,0.74,0.386,1,0,0.232,1
85.1,0.263,63.9,1,0.64,0.665,5.8,0.571,0.39,0.856,0,0,0.838,0
73.2,0.647,93.9,4,0.313,0.855,2.1,0.151,0.68,0.842,1,0,0.787,0
328.7,0.924,56.5,6,0.334,0.726,4.1,0.871,0.602,0.921,1,2,0.448,0
129.9,0.292,78.1,3,0.345,0.623,0.7,0.156,0.348,0.843,1,2,0.477,0
444.8,0.745,65.2,4,0.117,0.98,0.8,0.692,0.637,0.856,1,0,0.495,0
367.1,0.597,87.2,7,0.632,0.845,2.6,0.257,0.217,0.769,1,2,0.578,0
394.6,0.496,84.4,4,0.13,0.58,1.5,0.178,0.774,0.949,1,0,0.335,0
347.3,0.529,75.0,3,0.448,0.648,9.7,0.133,0.0,0.405,1,1,0.854,1
148.6,0.261,96.8,9,0.307,0.966,5.3,0.217,0.289,0.836,1,1,0.728,0
37.5,0.26,69.4,4,0.499,0.648,14.2,0.391,0.729,0.685,0,2,0.466,1
384.5,0.339,84.3,8,0.351,0.298,4.4,0.177,0.465,0.406,0,2,0.505,0
55.0,0.312,61.8,4,0.221,0.711,5.6,0.854,0.447,0.836,0,0,0.422,1
339.3,0.517,72.2,6,0.131,0.668,9.9,0.487,0.739,0.571,1,0,0.29,1
323.7,0.102,61.9,3,0.025,0.294,9.3,0.258,0.708,0.467,1,0,0.785,0
156.6,0.478,66.8,6,0.062,0.736,6.8,0.27,0.884,0.601,1,0,0.077,0
268.6,0.739,71.3,5,0.491,0.753,1.4,0.196,0.321,0.781,1,2,0.36,0
301.2,0.547,87.3,7,0.665,0.7,7.5,0.403,0.434,0.878,1,2,0.79,1
227.7,0.224,65.6,8,0.112,0.753,1.3,0.404,0.449,0.693,1,0,0.775,0
376.8,0.968,100.0,7,0.11,0.366,5.2,0.476,0.66,0.59,1,2,0.589,0
318.1,0.737,47.2,3,0.415,0.808,3.0,0.693,0.421,0.456,1,1,0.272,0
182.1,0.309,69.8,3,0.431,0.834,4.7,0.303,0.909,0.441,1,1,0.239,0
154.0,0.392,76.0,4,0.454,0.699,3.4,0.513,0.673,0.831,1,1,0.484,1
308.7,0.121,74.0,9,0.39,0.865,2.0,0.277,0.82,0.664,1,0,0.179,0
0.0,0.747,64.8,5,0.416,0.886,14.2,0.381,0.114,0.908,0,2,0.505,1
298.8,0.886,78.4,2,0.606,0.466,3.3,0.367,0.244,0.762,1,0,0.74,1
301.4,0.673,64.1,9,0.542,0.957,1.1,0.158,0.633,0.913,1,0,0.437,0
128.9,0.55,98.2,8,0.821,0.525,2.2,0.593,0.432,0.804,0,0,0.525,0
357.1,0.211,66.1,4,0.256,0.91,5.4,0.654,0.6,0.812,1,0,0.699,1
217.1,0.866,69.9,3,0.153,0.854,1.9,0.973,0.398,0.735,1,0,0.623,1
160.0,0.745,62.7,4,0.08,0.953,4.1,0.563,0.571,0.855,1,0,0.376,1
356.0,0.54,63.8,3,0.357,0.799,0.2,0.628,0.601,0.337,1,2,0.824,1
100.6,0.154,52.4,8,0.094,0.995,15.1,0.519,0.777,0.786,0,2,0.59,0
345.6,0.129,84.4,5,0.36,0.499,7.7,0.386,0.518,0.906,1,0,0.728,1
1.9,0.857,62.6,5,0.268,0.794,1.7,0.622,0.616,0.911,1,0,0.638,1
251.4,0.665,60.8,5,0.772,0.85,10.2,0.114,0.342,0.617,1,1,0.595,0
224.8,0.515,58.5,3,0.833,0.965,3.7,0.523,0.681,0.496,1,2,0.478,0
190.6,0.574,79.3,6,0.344,0.683,6.0,0.273,0.684,0.563,1,2,0.685,0
207.9,0.276,66.8,6,0.374,0.73,6.6,0.14,0.843,0.803,1,2,0.169,0
241.2,0.456,75.4,4,0.075,0.768,5.9,0.157,0.209,0.838,0,1,0.864,0
336.0,0.232,61.3,5,0.339,0.924,3.6,0.835,0.399,0.564,1,1,0.463,1
226.6,0.51,72.6,7,0.816,0.534,5.0,0.303,0.39,0.47,1,0,0.133,1
269.8,0.679,62.7,5,0.469,0.614,4.8,0.296,0.722,0.766,1,2,0.335,0
252.1,0.225,73.0,5,0.472,0.976,2.9,0.367,0.623,0.973,1,2,0.358,0
113.1,0.0,64.5,2,0.37,0.278,9.2,0.275,0.579,0.66,0,0,0.14,0
186.8,0.713,48.4,4,0.347,0.415,4.0,0.476,0.922,0.793,1,2,0.545,0
247.3,0.574,100.0,5,0.952,0.879,11.0,0.716,0.344,0.832,1,0,0.509,0
200.9,0.476,80.0,6,0.596,0.766,6.5,0.835,0.685,0.501,1,2,0.374,0
342.3,0.728,74.5,6,0.779,0.916,3.6,0.32,0.0,0.78,1,2,0.399,1
175.3,0.618,71.2,1,0.359,0.847,9.1,0.386,0.713,0.61,1,0,0.22,0
261.4,0.415,100.0,2,0.483,0.76,1.3,0.436,0.434,0.767,1,1,0.531,0
95.7,0.42,90.9,0,0.264,0.496,2.4,0.311,0.26,0.739,1,0,0.881,1
323.8,0.626,76.9,7,0.483,0.9,7.5,0.075,0.944,0.678,1,1,0.39,0
156.1,0.723,62.1,6,0.32,0.935,3.4,0.337,0.37,0.565,1,2,0.546,1
105.3,0.619,64.3,7,0.73,0.902,4.7,0.649,0.621,0.408,1,0,0.594,0
401.1,0.287,46.8,5,0.622,0.444,3.4,0.151,0.46,0.683,1,1,0.468,0
296.7,0.183,66.8,5,0.274,0.456,5.5,0.723,0.502,0.982,0,2,0.422,0
327.5,0.685,81.3,3,0.22,0.438,4.8,0.656,0.748,0.845,1,0,0.486,0
215.0,0.448,75.4,2,0.391,0.662,3.4,0.481,0.482,0.301,1,0,0.194,1
209.8,0.584,80.6,3,0.532,0.825,10.8,0.533,0.192,0.964,1,1,0.331,1
134.2,0.023,59.3,7,0.032,0.884,9.7,0.67,0.447,0.497,0,1,0.308,0
335.7,0.59,82.7,4,0.123,0.665,0.7,0.235,0.589,0.994,1,1,0.673,0
374.6,0.325,86.5,6,0.523,0.92,0.9,0.49,0.541,0.594,1,0,0.68,1
212.5,0.874,40.8,1,0.287,0.638,0.7,0.31,0.722,0.867,1,2,0.664,0
448.0,0.381,76.3,4,0.758,0.561,2.2,0.585,0.703,0.96,1,1,0.511,0
228.3,0.324,100.0,5,0.698,0.553,7.3,0.239,0.491,0.644,1,0,0.79,1
11.7,0.735,62.4,7,0.335,0.404,5.5,0.345,0.142,0.497,1,2,0.295,0
30.6,0.144,36.7,8,0.342,0.415,3.0,0.482,0.424,0.957,0,2,0.544,0
64.3,0.27,63.6,6,0.317,0.63,0.9,0.312,0.525,0.727,0,1,0.84,0
174.5,0.917,46.6,1,0.039,0.774,5.1,0.376,0.564,0.522,1,0,0.452,0
194.5,0.477,63.1,7,0.217,0.745,5.4,0.173,0.251,0.531,1,1,0.621,1
295.1,0.799,54.9,2,0.161,0.928,3.6,0.363,0.162,0.842,1,1,0.364,0
216.9,0.181,85.0,1,0.625,0.839,8.4,0.331,0.02,0.882,0,0,0.469,1
257.8,0.25,77.4,2,0.188,0.56,9.9,0.626,0.255,0.288,0,1,0.304,0
224.9,0.401,76.8,8,0.192,0.36,2.4,0.761,0.648,0.682,1,2,0.378,0
166.5,0.378,83.7,1,0.284,0.625,4.8,0.771,0.366,0.823,1,0,0.247,1
101.5,0.429,58.6,2,0.076,0.369,10.1,0.771,0.687,0.745,1,2,0.309,0
376.5,0.768,73.0,4,0.261,0.909,3.5,0.87,0.627,0.714,1,0,0.541,0
51.5,0.126,100.0,5,0.593,0.661,2.6,0.256,0.672,0.311,0,2,0.454,0
253.1,0.109,80.2,8,0.16,0.515,5.0,0.285,0.659,0.783,1,1,0.475,1
230.0,0.391,83.2,4,0.331,0.917,8.2,0.77,0.187,0.973,1,0,0.88,1
306.0,0.445,61.3,6,0.197,0.68,5.1,0.545,0.429,0.711,0,2,0.497,0
217.7,0.976,66.2,5,0.484,0.715,2.4,0.063,0.577,0.924,1,0,0.421,0
166.0,0.68,52.5,4,0.513,0.796,4.4,0.635,0.527,0.73,1,1,0.246,0
220.7,0.953,98.5,6,0.541,0.921,5.9,0.216,0.53,0.804,1,0,0.948,0
403.3,0.562,53.2,6,0.632,0.586,3.5,0.389,0.27,0.663,1,2,0.853,0
220.3,0.939,84.8,4,0.595,0.782,7.7,0.563,0.429,0.384,1,2,0.449,1
436.7,0.939,80.1,7,0.409,0.723,3.4,0.197,0.539,0.75,1,2,0.582,0
249.9,0.66,49.6,5,0.459,0.709,3.7,0.17,0.542,0.673,1,1,0.606,0
167.4,0.195,82.5,4,0.348,0.798,5.6,0.419,0.772,0.603,1,1,0.192,0
234.0,0.137,71.4,3,0.713,0.673,3.9,0.578,0.275,0.52,0,1,0.787,0
227.1,0.613,48.0,0,0.596,0.658,2.9,0.576,0.438,0.544,0,2,0.266,0
155.3,0.446,77.1,3,0.123,0.758,6.2,0.118,0.887,0.866,1,2,0.49,0
236.0,0.528,60.5,7,0.257,0.675,9.9,0.378,0.969,0.88,1,0,0.364,0
165.9,0.28,63.6,3,0.034,0.772,6.9,0.275,0.434,0.4,0,1,0.248,0
200.8,0.799,59.4,6,0.458,0.834,7.4,0.888,0.647,0.57,0,0,0.251,1
288.5,0.611,62.7,5,0.562,0.656,2.9,0.436,0.651,0.728,1,0,0.707,0
294.2,0.361,58.4,4,0.132,0.794,5.2,0.898,0.633,0.95,1,2,0.691,0
260.4,0.471,86.2,2,0.327,0.733,9.5,0.299,0.409,0.874,1,0,0.868,0
337.6,0.443,71.0,3,0.616,0.523,5.6,0.671,0.455,0.61,0,2,0.069,0
211.5,0.445,70.1,4,0.766,0.697,8.4,0.705,0.194,0.501,0,1,0.25,0
506.7,0.885,66.9,6,0.328,0.986,6.5,0.499,0.563,0.917,1,0,0.524,0
225.5,0.433,72.7,5,0.073,0.863,7.7,0.706,0.587,0.805,0,1,0.61,0
355.5,0.55,64.7,3,0.081,0.557,5.5,0.567,0.538,0.488,0,1,0.812,0
140.1,0.255,61.5,7,0.359,0.765,5.5,0.579,0.181,0.846,1,2,0.343,0
319.1,0.181,90.4,5,0.33,0.777,9.1,0.559,0.792,0.542,1,1,0.187,1
142.5,0.717,84.4,3,0.438,0.767,7.0,0.351,0.532,0.649,1,2,0.331,1
270.1,0.959,64.1,7,0.451,0.378,3.6,0.508,0.373,0.429,1,2,0.526,1
135.9,0.705,45.6,3,0.443,0.587,6.4,0.783,0.83,0.535,1,2,0.058,0
299.7,0.794,51.2,5,0.447,0.961,0.8,0.479,0.204,0.817,1,1,0.686,1
194.2,0.639,63.1,3,0.399,0.82,3.5,0.266,0.66,0.795,1,0,0.435,0
78.2,0.245,68.0,3,0.366,0.557,5.5,0.689,0.647,0.863,1,1,0.168,0
190.1,0.436,73.7,6,0.501,0.534,3.5,0.64,0.799,0.526,1,0,0.492,1
334.6,0.478,68.6,2,0.324,0.858,5.3,0.612,0.878,0.673,1,1,0.093,1
301.4,0.86,79.7,3,0.921,0.856,4.8,0.603,0.422,0.873,1,2,0.763,0
108.2,0.453,60.5,8,0.349,0.836,6.3,0.579,0.64,0.674,0,1,0.766,1
340.5,0.75,93.1,7,0.516,0.664,5.3,0.448,0.441,0.729,1,0,0.516,0
121.9,0.597,69.2,6,0.433,0.901,4.3,0.291,0.749,0.818,0,1,0.611,0
246.8,0.059,70.6,2,0.576,0.523,4.3,0.414,0.373,0.652,0,2,0.289,0
280.8,0.458,62.8,4,0.695,0.445,2.6,0.575,0.353,0.741,1,2,0.564,0
287.8,0.405,76.4,4,0.747,0.538,3.8,0.499,0.726,0.551,1,0,0.502,1
423.9,0.665,100.0,8,0.364,0.549,1.1,0.566,0.321,0.598,1,1,0.583,0
128.8,0.538,58.1,3,0.407,0.749,2.5,0.103,0.368,0.755,1,1,0.368,0
317.2,0.777,59.4,0,0.411,0.66,11.2,0.605,0.0,0.714,0,0,0.711,1
358.6,0.431,59.9,0,0.663,0.641,1.8,0.665,0.269,0.476,1,0,0.484,1
149.2,0.28,67.3,6,0.471,0.812,1.4,0.563,0.497,0.798,0,0,0.653,1
138.0,0.703,64.7,1,0.648,0.543,6.0,0.82,0.334,0.785,1,2,0.637,1
218.4,0.846,60.4,1,0.633,0.574,6.9,0.337,0.546,0.414,0,2,0.859,1
255.7,0.914,71.3,2,0.474,0.698,3.3,0.229,0.271,0.78,1,2,0.536,0
64.8,0.872,93.9,5,0.21,0.757,3.4,0.274,0.667,0.43,1,2,0.424,0
280.7,0.16,69.9,1,0.647,0.894,0.2,0.859,0.779,0.904,1,2,0.615,1
65.1,0.674,70.6,3,0.191,0.787,4.1,0.694,0.704,0.704,1,0,0.523,0
392.3,0.805,79.8,3,0.274,0.794,7.1,0.786,0.782,0.834,1,2,0.845,0
221.5,0.33,75.6,4,0.616,0.705,7.0,0.384,0.802,0.782,1,0,0.206,0
460.4,0.896,94.2,4,0.286,0.913,3.7,0.298,0.584,0.774,1,1,0.693,0
293.6,0.643,75.4,2,0.634,0.603,2.3,0.66,0.655,0.938,1,1,0.477,0
131.5,0.294,66.5,3,0.987,0.734,11.6,0.979,0.645,0.651,0,1,0.11,1
132.1,0.781,58.1,4,0.191,0.721,1.8,0.273,0.542,0.462,1,0,0.538,0
246.3,0.596,82.4,3,0.143,0.974,1.5,0.655,0.758,0.716,1,0,0.561,0
216.7,0.465,60.2,6,0.268,0.789,5.5,0.338,0.502,0.873,0,2,0.456,0
295.5,0.517,54.2,4,0.407,0.441,2.4,0.508,0.493,0.617,1,0,0.073,1
62.9,0.598,69.2,7,0.181,0.722,5.8,0.625,0.624,0.331,0,0,0.212,0
442.3,0.684,93.6,1,0.642,0.543,2.3,0.234,0.402,0.742,1,2,0.648,0
360.2,0.867,82.2,8,0.395,0.833,3.8,0.574,0.477,0.939,1,0,0.638,0
227.6,0.613,74.5,6,0.304,0.567,5.5,0.712,0.538,0.901,1,2,0.878,0
417.8,0.647,58.3,5,0.285,0.809,1.9,0.256,0.54,0.842,1,2,0.491,0
133.9,0.516,93.3,3,0.313,0.257,4.5,0.655,0.762,0.68,1,1,0.402,0
242.6,0.568,71.2,4,0.278,0.901,3.1,0.399,0.8,0.661,1,0,0.653,0
79.6,0.578,67.9,4,0.388,0.695,2.3,0.702,0.41,0.788,1,0,0.381,1
453.1,0.735,82.8,6,0.755,0.665,4.9,0.606,0.471,0.688,1,0,0.769,0
38.8,0.197,65.7,6,0.299,0.551,4.8,0.501,0.573,0.953,0,1,0.579,0
61.6,0.743,61.5,4,0.351,0.537,5.3,0.279,0.519,0.918,0,0,0.368,1
95.2,0.379,57.3,5,0.695,0.702,2.0,0.323,0.344,0.416,1,1,0.219,1
395.5,0.891,65.8,3,0.418,0.656,3.2,0.583,0.321,0.766,1,0,0.712,0
270.0,0.891,50.7,4,0.124,0.803,5.4,0.736,0.838,0.746,1,1,0.109,1
178.4,0.786,49.2,5,0.046,0.713,6.4,0.402,0.922,0.861,1,0,0.087,0
362.1,0.79,88.6,4,0.24,0.892,3.1,0.769,0.374,0.834,1,2,0.709,0
207.3,0.287,81.4,1,0.544,0.661,2.8,0.878,0.323,0.572,0,0,0.411,1
266.5,0.419,60.5,8,0.167,0.603,3.0,0.325,0.264,0.822,1,0,0.421,0
346.7,0.223,78.9,7,0.14,0.462,4.0,0.435,0.272,0.454,1,0,0.279,0
192.9,0.257,76.3,8,0.116,0.563,1.5,0.899,0.015,0.347,1,2,0.427,1
165.7,0.969,70.5,0,0.409,0.817,5.1,0.393,0.234,0.843,1,0,0.859,1
216.7,0.622,49.3,5,0.78,0.78,8.2,0.27,0.557,0.578,1,1,0.248,1
331.4,0.226,79.8,5,0.631,0.981,1.3,0.611,0.692,0.793,0,1,0.921,1
262.1,0.35,100.0,5,0.358,0.693,3.9,0.753,0.78,0.828,1,1,0.689,0
330.4,0.665,72.2,4,0.605,0.87,8.7,0.655,0.324,0.728,1,2,0.415,0
197.9,0.712,86.0,3,0.259,0.267,15.1,0.7,0.311,0.728,0,2,0.361,0
234.0,0.892,69.0,5,0.566,0.916,1.5,0.938,0.398,0.957,1,1,0.358,1
291.2,0.44,87.9,5,0.599,1.0,1.8,0.684,0.331,0.766,1,2,0.766,0
251.6,0.668,69.9,9,0.423,0.968,6.8,0.754,0.311,0.907,1,0,0.365,0
397.5,0.744,38.3,10,0.559,0.749,14.1,0.33,0.61,0.781,1,2,0.411,0
260.7,0.36,61.9,8,0.455,0.68,2.4,0.496,0.762,0.708,1,1,0.38,1
186.6,0.658,73.9,7,0.214,0.734,1.8,0.15,0.875,0.468,1,2,0.658,0
278.1,0.427,87.2,9,0.795,0.481,4.1,0.622,0.722,0.827,1,2,0.602,0
276.0,0.651,64.4,4,0.211,0.54,3.6,0.381,0.568,0.625,1,2,0.253,1
305.2,0.875,72.4,4,0.552,0.768,6.6,0.667,0.567,0.844,1,2,0.429,1
299.1,0.392,63.8,2,0.18,0.435,4.6,0.169,0.82,0.804,1,1,0.429,0
55.2,0.899,93.9,1,0.398,0.76,7.0,0.758,0.854,0.76,1,0,0.567,0
0.0,0.211,96.0,4,0.792,0.776,8.3,0.871,0.57,0.682,1,1,0.691,1
305.3,0.843,57.0,3,0.618,0.602,3.1,0.818,0.029,0.795,1,0,0.202,0
268.3,0.439,50.8,6,0.536,0.539,5.6,0.664,0.567,0.711,1,2,0.565,0
247.6,0.486,49.7,9,0.339,0.714,4.6,0.451,0.303,0.825,0,0,0.68,1
296.4,0.593,80.4,3,0.222,0.78,2.0,0.537,0.432,0.956,1,0,0.44,0
377.0,0.721,68.4,6,0.823,0.835,2.1,0.489,0.602,0.792,1,0,0.255,0
375.5,0.771,61.1,4,0.139,0.948,5.0,0.518,0.275,0.66,1,1,0.426,0
325.8,0.412,75.8,1,0.344,0.944,13.7,0.476,0.273,0.983,1,1,0.659,0
122.5,0.578,54.8,6,0.115,0.905,2.3,0.856,0.553,0.349,1,2,0.569,0
136.8,0.785,83.1,3,0.172,0.981,5.4,0.654,0.172,0.778,1,1,0.5,1
0.0,0.646,66.6,7,0.521,0.503,5.0,0.144,0.673,0.819,1,0,0.338,0
319.7,0.566,59.9,3,0.695,0.877,3.2,0.808,0.62,0.821,0,0,0.824,1
341.9,0.492,66.9,7,0.219,0.888,5.4,0.678,0.546,0.607,1,0,0.418,1
350.9,0.214,66.4,5,0.308,0.557,2.1,0.423,0.88,0.651,0,1,0.361,1
